Company,TypeName,Inches,RamGB,OpSys,WeightKG,Price,GHz,CpuBrand,CpuVersion,MainMemory,SecondMemory,MainMemoryType,SecondMemoryType,TouchScreen,Resolution,PanelType,GpuBrand,GpuVersion
Acer,Notebook,15.6,4,Windows 10,2.2,24988.32,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1366x768,Without,Nvidia, GeForce GTX 940MX
Dell,Notebook,15.6,8,Windows 10,2.02,40439.52,1.6,Intel, Core i5 8250U ,2000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 530
HP,Gaming,17.3,12,Windows 10,3.78,90522.72,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,98994.24,2.6,Intel, Core i7 6600U ,256,0.0,SSD,None,0,2560x1440,IPSPanel,Intel, HD Graphics 520
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,106506.72,1.8,Intel, Core i7 8550U ,512,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
HP,Notebook,15.6,8,Windows 10,1.9,61485.12,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1920x1080,Without,AMD, FirePro W4190M 
Google,Ultrabook,12.3,8,Chrome OS,1.1,67932.0,1.2,Intel, Core i5 7Y57 ,128,0.0,SSD,None,1,2400x1600,Without,Intel, HD Graphics 615
Dell,Ultrabook,13.3,8,Windows 10,1.42,98133.768,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, UHD Graphics 620
Asus,Notebook,15.6,12,Windows 10,2.06,69210.72,2.6,Intel, Core i7 6700HQ ,128,1000.0,SSD,HDD,0,3840x2160,IPSPanel,Intel, HD Graphics 530
Dell,Notebook,14.0,8,Windows 10,1.79,39427.2,2.3,Intel, Core i3 6100U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Workstation,15.6,8,Windows 10,1.78,128298.24,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M1200
Lenovo,Notebook,14.0,8,Windows 10,1.7,72673.92,2.5,Intel, Core i5 7200U ,180,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.2,35964.0,1.6,Intel, Core i5 8250U ,1000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 520
Toshiba,Notebook,13.3,8,Windows 10,1.05,89084.16,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.16,67239.36,1.8,Intel, Core i7 8550U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Dell,Notebook,15.6,4,Windows 10,2.18,31254.048,2.4,Intel, Core i3 7100U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,13.3,4,Windows 10,1.49,38681.28,1.6,Intel, Core i5 8250U ,128,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, UHD Graphics 620
Chuwi,Notebook,15.6,4,Windows 10,1.89,13261.392000000002,1.44,Intel, Atom x5-Z8350 ,64,0.0,FlashStorage,None,0,1920x1080,Without,Intel, HD Graphics
Lenovo,Notebook,15.6,4,Windows 10,2.3,30103.2,2.0,Intel, Core i3 6006U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,Notebook,14.0,8,Windows 10,1.75,55890.72,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, UHD Graphics 620
Dell,Workstation,15.6,16,Windows 10,2.17,124568.64,2.7,Intel, Core i7 6820HQ ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, Quadro M620
Dell,Notebook,15.6,16,Windows 10,2.06,101178.72,2.8,Intel, Core i7 7700HQ ,512,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,95797.44,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Ultrabook,12.5,16,Windows 10,0.91,103896.0,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,8,Windows 10,2.3,53918.82719999999,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,149130.72,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Asus,Gaming,15.6,8,Windows 10,1.99,71928.0,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Acer,Notebook,15.6,8,Windows 10,2.2,30849.12,2.5,AMD, A10-Series 9620P ,1000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon RX 540
Asus,Gaming,17.3,24,Windows 10,4.33,67612.31999999999,2.6,Intel, Core i7 6700HQ ,256,1000.0,SSD,HDD,1,1920x1080,IPSPanel,Nvidia, GeForce GTX 965M
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,58554.72,2.3,Intel, Core i5 6200U ,180,0.0,SSD,None,0,1366x768,IPSPanel,Intel, HD Graphics 520
Lenovo,Notebook,15.6,8,Windows 10,2.17,47893.39199999999,1.8,Intel, Core i7 8550U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
HP,Notebook,14.0,8,Windows 10,1.48,93186.72,2.8,Intel, Core i7 7600U ,1000,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,13.3,8,Windows 10,1.4,50562.72,2.4,Intel, Core i3 7100U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,8,Windows 10,2.3,48538.08,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Netbook,11.6,4,Windows 10 S,1.2,18115.2,1.1,Intel, Celeron Dual Core N3350 ,64,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
HP,Notebook,15.6,8,Windows 10,1.91,32979.7872,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1366x768,Without,AMD, Radeon 520
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,85194.72,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, UHD Graphics 620
Lenovo,Notebook,14.0,4,Windows 10,2.1,15930.72,1.1,Intel, Celeron Dual Core N3350 ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Lenovo,Netbook,11.6,4,Chrome OS,1.25,14119.2,1.6,Intel, Celeron Dual Core N3060 ,16,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 400
Lenovo,Notebook,13.3,8,Windows 10,1.44,50562.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Asus,Notebook,15.6,8,Windows 10,2.0,65214.72,2.7,Intel, Core i7 7500U ,256,1000.0,SSD,HDD,0,1920x1080,Without,Intel, HD Graphics 620
Acer,Notebook,15.6,4,Windows 10,2.2,32660.64,1.6,Intel, Core i5 8250U ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
HP,Ultrabook,13.3,8,Windows 10,1.34,70489.44,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Gaming,15.6,8,No OS,2.4,61218.72,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Dell,Ultrabook,13.3,8,Windows 10,1.29,47898.72,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Acer,Notebook,15.6,4,Windows 10,2.2,34045.92,2.7,Intel, Core i7 7500U ,500,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 940MX
Dell,Notebook,15.6,8,Windows 10,2.18,44542.08,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,16,Windows 10,2.2,64961.10719999999,1.8,Intel, Core i7 8550U ,256,2000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Xiaomi,Notebook,15.6,16,No OS,1.95,74589.336,1.8,Intel, Core i7 8550U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce MX150
Asus,Netbook,11.6,2,Windows 10,1.1,13053.6,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 500
HP,Notebook,15.6,4,Windows 10,2.04,27783.9216,1.6,Intel, Core i5 8250U ,1000,0.0,HDD,None,1,1366x768,Without,Intel, UHD Graphics 620
Asus,Gaming,15.6,24,Windows 10,2.24,158135.04,2.8,Intel, Core i7 7700HQ ,512,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX1080
HP,Notebook,15.6,8,Windows 10,2.04,47365.92,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Asus,Gaming,17.3,16,Windows 10,3.0,80133.12,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX1050 Ti
Lenovo,Gaming,15.6,8,Windows 10,3.2,74538.72,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
HP,Ultrabook,13.3,8,Windows 10,1.32,74538.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,14.0,8,Windows 10,1.64,68184.0144,2.6,Intel, Core i5 7300U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,4,Windows 10,1.63,36709.92,2.0,Intel, Core i3 6006U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Notebook,17.3,8,Linux,2.8,47365.92,1.6,Intel, Core i5 8250U ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,AMD, Radeon 530
Lenovo,Notebook,14.0,8,Windows 7,2.02,71395.2,2.3,Intel, Core i5 6200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,4,Windows 10,2.2,42570.72,2.7,Intel, Core i7 7500U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 920MX
Lenovo,Notebook,15.6,8,No OS,2.2,24455.52,2.0,Intel, Core i3 6006U ,2000,0.0,HDD,None,0,1366x768,Without,Nvidia, GeForce 920MX 
Dell,Notebook,15.6,4,Windows 10,2.3,31168.8,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon R5 M430
Dell,Notebook,15.6,8,Windows 10,1.9,73366.56,2.8,Intel, Core i5 7440HQ ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Gaming,17.3,16,Windows 10,4.42,160520.3856,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
Toshiba,Notebook,15.6,8,Windows 10,2.0,45820.8,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Notebook,15.6,8,Windows 10,2.0,69210.72,2.7,Intel, Core i7 7500U ,256,1000.0,SSD,HDD,0,3840x2160,IPSPanel,Nvidia, GeForce GTX 960M
Mediacom,Notebook,13.3,4,Windows 10,1.2,19660.32,1.1,Intel, Celeron Quad Core N3450 ,32,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 500
Asus,Gaming,15.6,8,Windows 10,2.3,87858.72,2.5,Intel, Core i5 7300HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Dell,Notebook,15.6,8,Windows 10,1.93,72940.31999999999,2.8,Intel, Core i7 7600U ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Dell,Notebook,15.6,8,Windows 10,2.2,42486.0048,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 530
HP,Notebook,15.6,4,Windows 10,1.86,21258.1872,1.6,Intel, Pentium Quad Core N3710 ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 405
HP,Gaming,17.3,12,Windows 10,2.62,95850.72,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1060
Lenovo,Notebook,14.0,8,Windows 10,1.87,45767.52,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 940MX
Dell,Ultrabook,13.3,8,Windows 10,1.2,74538.72,1.8,Intel, Core i7 8550U ,256,0.0,SSD,None,1,3200x1800,Without,Intel, UHD Graphics 620
Dell,Notebook,14.0,4,Windows 10,1.6,39207.1536,2.0,Intel, Core i3 6006U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
HP,Ultrabook,13.3,8,Windows 10,1.34,61005.6,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,3200x1800,IPSPanel,Intel, HD Graphics 620
Acer,Gaming,15.6,8,Linux,2.4,42517.44,2.5,Intel, Core i5 7300HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Asus,Notebook,15.6,4,Windows 10,2.0,18594.72,1.8,AMD, E-Series 7110 ,500,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R2 Graphics
HP,Notebook,15.6,4,Windows 10,2.1,37589.04,2.4,Intel, Core i3 7100U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,14.0,4,Windows 10,1.87,41824.8,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,No OS,2.15,24634.008,2.3,Intel, Core i5 6200U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
HP,Notebook,15.6,4,Windows 10,1.86,21152.16,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,8,Windows 10,1.99,92121.12,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,26586.72,2.0,Intel, Core i3 6006U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,8,Windows 10,1.9,59513.2272,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Gaming,17.3,16,Windows 10,4.42,143802.72,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
HP,Notebook,17.3,8,Windows 10,2.65,28992.312,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1600x900,Without,Intel, HD Graphics 520
HP,Notebook,17.3,8,Windows 10,2.63,68198.4,2.7,Intel, Core i7 7500U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Asus,Notebook,15.6,4,Linux,2.0,11934.72,1.1,Intel, Celeron Dual Core N3350 ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Mediacom,Notebook,13.3,4,Windows 10,1.35,13586.4,1.44,Intel, Atom x5-Z8350 ,32,0.0,FlashStorage,None,0,1920x1080,IPSPanel,Intel, HD Graphics
Lenovo,Notebook,17.3,6,Windows 10,2.8,50562.72,2.7,Intel, Core i7 7500U ,128,1000.0,SSD,HDD,0,1600x900,Without,Nvidia, GeForce 940MX
HP,Notebook,15.6,6,Windows 10,1.91,30310.992,2.5,AMD, A10-Series A10-9620P ,128,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon 530
Dell,Notebook,15.6,4,Windows 10,2.18,32921.712,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M420
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,18594.72,2.0,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,1,1920x1080,IPSPanel,Intel, HD Graphics 500
Lenovo,Notebook,15.6,4,Windows 10,2.05,33566.4,2.7,Intel, Core i3 7130U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Ultrabook,13.3,16,Windows 10,1.16,104695.2,1.2,Intel, Core M 6Y75 ,512,0.0,SSD,None,1,3200x1800,IPSPanel,Intel, HD Graphics 515
Lenovo,Notebook,17.3,8,Windows 10,3.4,159786.72,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, Quadro M620M
Asus,Notebook,15.6,8,Windows 10,2.5,44701.92,2.5,Intel, Core i5 7300HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Dell,Ultrabook,13.3,8,Windows 10,1.21,85194.72,1.6,Intel, Core i5 8250U ,128,0.0,SSD,None,1,3840x2160,IPSPanel,Intel, UHD Graphics 620
Dell,Notebook,15.6,4,Windows 10,1.93,51095.52,2.6,Intel, Core i5 7300U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Fujitsu,Notebook,15.6,8,Windows 10,2.2,39373.92,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,18328.32,1.1,Intel, Pentium Quad Core N4200 ,500,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 505
Lenovo,Notebook,14.0,4,Windows 10,2.02,52747.2,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Workstation,17.3,8,Windows 10,3.14,99153.5472,2.8,Intel, Core i5 7440HQ ,500,0.0,HDD,None,0,1600x900,Without,Nvidia, Quadro M1200
HP,Notebook,14.0,8,Windows 10,1.94,20725.92,1.6,Intel, Pentium Quad Core N3710 ,2000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 405
HP,Notebook,15.6,6,Windows 10,1.95,34578.72,3.0,AMD, A9-Series A9-9420 ,256,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon 530
Lenovo,Notebook,15.6,8,Windows 10,2.3,44222.4,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.05,36496.8,1.6,Intel, Core i5 8250U ,500,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Mediacom,Notebook,14.0,4,Windows 10,1.4,13266.72,1.44,Intel, Atom x5-Z8350 ,32,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics
Toshiba,Ultrabook,14.0,16,Windows 10,1.24,99367.2,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Gaming,17.3,32,Windows 10,4.6,141884.63999999998,2.7,Intel, Core i7 6820HK ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1070
MSI,Gaming,17.3,16,Windows 10,4.14,145401.12,2.9,Intel, Core i7 7820HK ,512,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Dell,Notebook,15.6,8,Linux,2.2,39907.2528,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5 M430
Mediacom,Notebook,14.0,4,Windows 10,1.45,20725.92,1.1,Intel, Celeron Quad Core N3450 ,32,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 500
Dell,Notebook,15.6,8,Windows 10,1.9,53733.94559999999,2.6,Intel, Core i5 7300U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,13.3,4,Windows 10,1.49,38308.32,2.4,Intel, Core i3 7100U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,16,Windows 10,1.93,81912.13919999999,2.8,Intel, Core i7 7600U ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Dell,Netbook,11.6,4,Chrome OS,1.26,15717.6,1.6,Intel, Celeron Dual Core N3060 ,16,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
MSI,Gaming,17.3,16,Windows 10,4.5,125154.72,2.7,Intel, Core i7 6820HK ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 980M
HP,Gaming,17.3,16,Windows 10,3.78,79813.44,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,89137.44,2.6,Intel, Core i7 6600U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 520
Lenovo,Notebook,15.6,12,Windows 10,2.2,32447.52,1.8,Intel, Core i7 8550U ,1000,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 620
Asus,Gaming,17.3,8,Windows 10,2.73,94305.6,2.5,Intel, Core i5 7300HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,39373.92,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,1,1366x768,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,12,Windows 10,2.2,50562.72,3.6,AMD, A12-Series 9720P ,512,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 530
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,32127.84,1.0,Intel, Core M 7Y30 ,128,0.0,SSD,None,1,1366x768,Without,Intel, HD Graphics 615
Samsung,Notebook,15.6,16,Windows 10,2.5,90522.72,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Notebook,17.3,4,No OS,2.8,28185.12,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,8,Windows 10,2.29,24455.52,2.3,Intel, Core i3 6100U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,107892.0,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,14.0,8,Windows 10,1.7,78534.72,2.5,Intel, Core i5 7300HQ ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 630
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,88977.59999999999,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Dell,Workstation,15.6,8,Windows 10,2.06,93932.64,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,1,1920x1080,Without,Nvidia, Quadro M620
HP,Notebook,15.6,8,Windows 10,1.84,64948.32,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,4,Windows 10,2.1,35616.6144,2.4,Intel, Core i3 7100U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Acer,Notebook,14.0,4,Windows 10,1.6,17529.12,1.1,Intel, Celeron Quad Core N3450 ,32,0.0,FlashStorage,None,0,1920x1080,Without,Intel, HD Graphics 500
MSI,Gaming,17.3,16,Windows 10,4.14,117162.72,2.7,Intel, Core i7 6820HK ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 970M
Dell,Notebook,15.6,4,Linux,2.18,24775.2,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M420
MSI,Gaming,15.6,16,Windows 10,1.8,122490.72,2.8,Intel, Core i7 7700HQ ,256,2000.0,SSD,HDD,0,3840x2160,Without,Nvidia, GeForce GTX 1060
Toshiba,Notebook,15.6,8,Windows 10,2.2,74538.72,2.5,Intel, Core i7 6500U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 520
Lenovo,Notebook,15.6,6,Windows 10,2.4,30049.92,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,69210.72,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 630
Acer,Notebook,14.0,4,Windows 10,1.6,18594.72,1.6,Intel, Pentium Quad Core N3710 ,128,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 405
Lenovo,Notebook,15.6,32,Windows 10,2.5,261018.72,3.1,Intel, Xeon E3-1535M v6 ,1000,0.0,SSD,None,0,3840x2160,IPSPanel,Nvidia, Quadro M2200M
Dell,Gaming,15.6,16,Windows 10,2.59,46833.6528,2.6,Intel, Core i7 6700HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 960<U+039C>
Dell,Notebook,15.6,4,Linux,2.18,23650.992,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,4,Linux,2.25,19127.52,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,4,Linux,1.93,46300.32,2.6,Intel, Core i5 7300U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Asus,Gaming,17.3,8,Windows 10,3.0,62231.04,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Dell,Notebook,15.6,4,Linux,2.18,30316.32,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R5 M420
HP,Ultrabook,15.6,8,Windows 10,1.84,74005.92,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
MSI,Gaming,15.6,16,Windows 10,2.94,120831.5808,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20193.12,1.6,Intel, Celeron Quad Core N3160 ,32,0.0,FlashStorage,None,1,1366x768,IPSPanel,Intel, HD Graphics 400
HP,Notebook,14.0,8,Windows 10,2.31,59886.72,2.6,Intel, Core i5 7300U ,256,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
